"sppData$Date","Y.WFEC"
2014-04-04,1018.15875
2014-04-05,1022.824083
2014-04-06,1076.579333
2014-04-07,1031.206167
2014-04-08,1045.286833
2014-04-09,1085.44675
2014-04-10,1030.789833
2014-04-11,941.5125
2014-04-12,1008.683083
2014-04-13,975.056
2014-04-14,1071.349
2014-04-15,1195.964667
2014-04-16,1103.179917
2014-04-17,1014.126583
2014-04-18,992.926333
2014-04-19,965.221
2014-04-20,957.941917
2014-04-21,998.0595
2014-04-22,1025.23475
2014-04-23,1021.35225
2014-04-24,968.525833
2014-04-25,972.137417
2014-04-26,1066.001917
2014-04-27,1043.08775
2014-04-28,947.649583
2014-04-29,996.594333
2014-04-30,1009.872667
2014-05-01,1029.662
2014-05-02,1010.701917
2014-05-03,1070.109583
2014-05-04,1239.420583
2014-05-05,1290.557583
2014-05-06,1254.873333
2014-05-07,1186.979833
2014-05-08,1100.64725
2014-05-09,1118.674333
2014-05-10,1219.484667
2014-05-11,1218.557333
2014-05-12,1016.067
2014-05-13,921.894083
2014-05-14,969.6405
2014-05-15,990.16175
2014-05-16,992.482333
2014-05-17,948.52975
2014-05-18,1056.92775
2014-05-19,1179.265083
2014-05-20,1246.045333
2014-05-21,1307.951917
2014-05-22,1285.32225
2014-05-23,1093.21975
2014-05-24,1099.816167
2014-05-25,1096.568417
2014-05-26,1075.832833
2014-05-27,1015.5245
2014-05-28,1176.99475
2014-05-29,1249.613333
2014-05-30,1166.71975
2014-05-31,1202.233417
2014-06-01,1249.385667
2014-06-02,1290.626167
2014-06-03,1363.62575
2014-06-04,1464.579917
2014-06-05,1416.918333
2014-06-06,1244.988667
2014-06-07,1217.987417
2014-06-08,1057.951333
2014-06-09,1052.151333
2014-06-10,1112.00175
2014-06-11,1304.825917
2014-06-12,1178.443417
2014-06-13,1253.604333
2014-06-14,1312.743667
2014-06-15,1303.720167
2014-06-16,1410.427
2014-06-17,1416.950583
2014-06-18,1409.399667
2014-06-19,1260.696917
2014-06-20,1375.603417
2014-06-21,1349.357917
2014-06-22,1329.023917
2014-06-23,1269.40025
2014-06-24,1319.076417
2014-06-25,1339.979417
2014-06-26,1318.206583
2014-06-27,1319.309667
2014-06-28,1260.105917
2014-06-29,1465.760833
2014-06-30,1463.1965
2014-07-01,1354.425417
2014-07-02,1250.7865
2014-07-03,1284.086333
2014-07-04,1416.674083
2014-07-05,1425.977917
2014-07-06,1516.61625
2014-07-07,1560.40625
2014-07-08,1545.707
2014-07-09,1394.83225
2014-07-10,1443.807917
2014-07-11,1493.381417
2014-07-12,1518.975833
2014-07-13,1566.424917
2014-07-14,1394.75775
2014-07-15,1202.120583
2014-07-16,1006.7135
2014-07-17,965.411583
2014-07-18,975.39725
2014-07-19,1153.204333
2014-07-20,1397.004833
2014-07-21,1522.544583
2014-07-22,1574.4945
2014-07-23,1567.94525
2014-07-24,1547.050167
2014-07-25,1537.505833
2014-07-26,1558.19975
2014-07-27,1561.566417
2014-07-28,1266.4695
2014-07-29,1302.067
2014-07-30,1074.414417
2014-07-31,1094.074083
2014-08-01,1253.23575
2014-08-02,1354.3795
2014-08-03,1405.99075
2014-08-04,1451.8295
2014-08-05,1467.04975
2014-08-06,1514.817667
2014-08-07,1549.833833
2014-08-08,1482.567333
2014-08-09,1453.256
2014-08-10,1497.931833
2014-08-11,1450.207083
2014-08-12,1383.481167
2014-08-13,1457.797333
2014-08-14,1464.339
2014-08-15,1516.994417
2014-08-16,1413.639083
2014-08-17,1538.881417
2014-08-18,1546.635667
2014-08-19,1537.472417
2014-08-20,1568.7525
2014-08-21,1601.199833
2014-08-22,1569.085417
2014-08-23,1560.947917
2014-08-24,1581.3485
2014-08-25,1617.558667
2014-08-26,1543.300333
2014-08-27,1558.720917
2014-08-28,1440.420833
2014-08-29,1303.862167
2014-08-30,1510.103083
2014-08-31,1542.0285
2014-09-01,1577.5325
2014-09-02,1443.76
2014-09-03,1578.430167
2014-09-04,1572.953333
2014-09-05,1511.325667
2014-09-06,1109.514333
2014-09-07,1229.876583
2014-09-08,1396.163333
2014-09-09,1465.837583
2014-09-10,1369.898083
2014-09-11,1079.198917
2014-09-12,947.079917
2014-09-13,941.431333
2014-09-14,1080.830667
2014-09-15,1199.016
2014-09-16,1318.600583
2014-09-17,1364.727
2014-09-18,1266.123667
2014-09-19,1330.461917
2014-09-20,1364.022083
2014-09-21,1326.83525
2014-09-22,1185.237917
2014-09-23,1181.1625
2014-09-24,1199.185
2014-09-25,1208.36625
2014-09-26,1231.309083
2014-09-27,1236.755
2014-09-28,1254.6485
2014-09-29,1240.864833
2014-09-30,1277.385333
2014-10-01,1372.053
2014-10-02,1133.373583
2014-10-03,960.910083
2014-10-04,985.783167
2014-10-05,1107.9215
2014-10-06,1174.677083
2014-10-07,1326.550333
2014-10-08,1245.76175
2014-10-09,1248.407417
2014-10-10,1032.678083
2014-10-11,948.0165
2014-10-12,1021.804333
2014-10-13,992.07375
2014-10-14,977.077083
2014-10-15,998.63625
2014-10-16,1032.327167
2014-10-17,994.045333
2014-10-18,960.050583
2014-10-19,1012.939167
2014-10-20,1089.767583
2014-10-21,1079.156083
2014-10-22,1050.783833
2014-10-23,1032.034
2014-10-24,1091.249667
2014-10-25,1181.270583
2014-10-26,1175.094833
2014-10-27,1110.954583
2014-10-28,1023.6865
2014-10-29,1019.520917
2014-10-30,1013.38675
2014-10-31,1011.93625
2014-11-01,1101.55175
2014-11-02,1078.0835
2014-11-03,1028.407083
2014-11-04,1095.648333
2014-11-05,1063.854167
2014-11-06,1074.996917
2014-11-07,1129.357333
2014-11-08,1019.412917
2014-11-09,1073.1795
2014-11-10,1045.910917
2014-11-11,1294.083333
2014-11-12,1477.235333
2014-11-13,1437.468583
2014-11-14,1416.872
2014-11-15,1327.455833
2014-11-16,1472.64975
2014-11-17,1460.214333
2014-11-18,1515.864167
2014-11-19,1331.502833
2014-11-20,1291.082417
2014-11-21,1112.166667
2014-11-22,1085.311833
2014-11-23,1108.906
2014-11-24,1209.353583
2014-11-25,1299.296917
2014-11-26,1207.49575
2014-11-27,1256.303083
2014-11-28,1146.244
2014-11-29,1032.224583
2014-11-30,1185.82075
2014-12-01,1429.206917
2014-12-02,1396.0285
2014-12-03,1253.05975
2014-12-04,1157.759083
2014-12-05,1040.964583
2014-12-06,1136.04
2014-12-07,1174.10825
2014-12-08,1147.556917
2014-12-09,1228.836083
2014-12-10,1239.096083
2014-12-11,1151.78425
2014-12-12,1148.807667
2014-12-13,1061.7515
2014-12-14,1078.403833
2014-12-15,1221.16625
2014-12-16,1302.5975
2014-12-17,1329.60675
2014-12-18,1279.356583
2014-12-19,1253.881667
2014-12-20,1212.628167
2014-12-21,1199.378667
2014-12-22,1147.033583
2014-12-23,1285.325833
2014-12-24,1249.699
2014-12-25,1264.705583
2014-12-26,1090.715667
2014-12-27,1324.619833
2014-12-28,1367.60875
2014-12-29,1331.42
2014-12-30,1503.593333
2014-12-31,1493.235083
2015-01-01,1377.7565
2015-01-02,1336.222833
2015-01-03,1267.479
2015-01-04,1518.55775
2015-01-05,1565.190833
2015-01-06,1414.329833
2015-01-07,1629.5185
2015-01-08,1664.670833
2015-01-09,1519.912417
2015-01-10,1477.26825
2015-01-11,1384.5465
2015-01-12,1458.35675
2015-01-13,1485.556417
2015-01-14,1428.61325
2015-01-15,1334.869333
2015-01-16,1392.834333
2015-01-17,1205.70375
2015-01-18,1260.47625
2015-01-19,1165.211167
2015-01-20,1184.846833
2015-01-21,1278.275167
2015-01-22,1298.948167
2015-01-23,1345.167833
2015-01-24,1293.125917
2015-01-25,1167.632333
2015-01-26,1317.13825
2015-01-27,1192.001333
2015-01-28,1127.793083
2015-01-29,1180.897
2015-01-30,1288.03
2015-01-31,1213.826917
2015-02-01,1390.853583
2015-02-02,1535.059167
2015-02-03,1428.385417
2015-02-04,1418.8305
2015-02-05,1500.794417
2015-02-06,1408.825583
2015-02-07,1169.558333
2015-02-08,1076.348583
2015-02-09,1109.534417
2015-02-10,1171.2245
2015-02-11,1227.026333
2015-02-12,1336.410833
2015-02-13,1313.7955
2015-02-14,1198.81925
2015-02-15,1297.2685
2015-02-16,1442.996917
2015-02-17,1437.253
2015-02-18,1435.225417
2015-02-19,1456.81175
2015-02-20,1280.559833
2015-02-21,1216.038417
2015-02-22,1571.743167
2015-02-23,1581.643417
2015-02-24,1501.229083
2015-02-25,1415.909083
2015-02-26,1540.623083
2015-02-27,1598.398167
2015-02-28,1508.267333
2015-03-01,1414.204667
2015-03-02,1416.914167
2015-03-03,1351.843
2015-03-04,1597.707167
2015-03-05,1568.644833
2015-03-06,1504.291083
2015-03-07,1286.202167
2015-03-08,1124.86875
2015-03-09,1183.689
2015-03-10,1159.197833
2015-03-11,1189.90875
2015-03-12,1125.799
2015-03-13,1077.6845
2015-03-14,1054.616333
2015-03-15,1071.95375
2015-03-16,1021.706917
2015-03-17,1034.676167
2015-03-18,1058.7305
2015-03-19,1111.590417
2015-03-20,1083.804917
2015-03-21,1060.015833
2015-03-22,1041.46525
2015-03-23,1049.367667
2015-03-24,1048.118833
2015-03-25,1041.061333
2015-03-26,1076.3355
2015-03-27,1117.487667
2015-03-28,1068.81475
2015-03-29,1051.911417
2015-03-30,1070.3835
2015-03-31,1095.85675
2015-04-01,1106.872083
2015-04-02,1100.928667
2015-04-03,985.507833
2015-04-04,1016.471583
2015-04-05,1073.6875
2015-04-06,1105.60775
2015-04-07,1170.716917
2015-04-08,1101.160667
2015-04-09,1059.691833
2015-04-10,1010.453
2015-04-11,982.853167
2015-04-12,1088.924583
2015-04-13,1026.360833
2015-04-14,1065.77225
2015-04-15,1038.5655
2015-04-16,1039.079667
2015-04-17,984.01925
2015-04-18,1010.25475
2015-04-19,1005.109417
2015-04-20,1015.869
2015-04-21,1012.664
2015-04-22,1003.417667
2015-04-23,1019.18875
2015-04-24,1009.214
2015-04-25,1059.01975
2015-04-26,1043.04125
2015-04-27,1072.952667
2015-04-28,1024.619333
2015-04-29,1024.004583
2015-04-30,1042.652167
2015-05-01,1046.88825
2015-05-02,1061.122333
2015-05-03,1092.726917
2015-05-04,1097.11775
2015-05-05,1032.621083
2015-05-06,1046.90925
2015-05-07,990.924667
2015-05-08,1000.385833
2015-05-09,966.383083
2015-05-10,1008.404583
2015-05-11,1003.143083
2015-05-12,998.023083
2015-05-13,1010.687417
2015-05-14,1120.101083
2015-05-15,1118.02375
2015-05-16,1000.042417
2015-05-17,1094.26575
2015-05-18,1178.745417
2015-05-19,997.796167
2015-05-20,987.471667
2015-05-21,985.454083
2015-05-22,959.94675
2015-05-23,938.90675
2015-05-24,968.44775
2015-05-25,1006.31175
2015-05-26,1056.200917
2015-05-27,1115.81625
2015-05-28,1098.25775
2015-05-29,1081.602667
2015-05-30,992.35325
2015-05-31,1038.491417
2015-06-01,1154.469333
2015-06-02,1263.0435
2015-06-03,1322.646917
2015-06-04,1344.3635
2015-06-05,1362.970167
2015-06-06,1401.275083
2015-06-07,1402.671917
2015-06-08,1417.647167
2015-06-09,1457.596333
2015-06-10,1501.00025
2015-06-11,1449.6015
2015-06-12,1332.584917
2015-06-13,1182.622417
2015-06-14,1223.675417
2015-06-15,1200.870833
2015-06-16,1205.350333
2015-06-17,1086.07875
2015-06-18,1241.686833
2015-06-19,1440.6585
2015-06-20,1406.4555
2015-06-21,1348.68625
2015-06-22,1443.887917
2015-06-23,1484.093833
2015-06-24,1505.317583
2015-06-25,1506.522167
2015-06-26,1423.2265
2015-06-27,1359.082083
2015-06-28,1440.232333
2015-06-29,1495.132083
2015-06-30,1510.90525
2015-07-01,1509.9405
2015-07-02,1403.448
2015-07-03,1410.363667
2015-07-04,1442.475333
2015-07-05,1479.6945
2015-07-06,1428.641417
2015-07-07,1071.7795
2015-07-08,1083.632583
2015-07-09,1267.274
2015-07-10,1388.543917
2015-07-11,1458.252
2015-07-12,1534.2065
2015-07-13,1559.32225
2015-07-14,1551.808917
2015-07-15,1540.8235
2015-07-16,1566.833083
2015-07-17,1573.026583
2015-07-18,1598.352333
2015-07-19,1626.652417
2015-07-20,1612.125167
2015-07-21,1303.565417
2015-07-22,1525.246917
2015-07-23,1610.938917
2015-07-24,1573.194167
2015-07-25,1566.887
2015-07-26,1610.487167
2015-07-27,1570.49375
2015-07-28,1591.041667
2015-07-29,1611.609083
2015-07-30,1517.804083
2015-07-31,1397.812583
2015-08-01,1438.247667
2015-08-02,1421.387083
2015-08-03,1373.43025
2015-08-04,1365.44125
2015-08-05,1610.04975
2015-08-06,1658.692833
2015-08-07,1653.002833
2015-08-08,1607.141417
2015-08-09,1614.220167
2015-08-10,1530.815333
2015-08-11,1558.90725
2015-08-12,1405.828917
2015-08-13,1498.500583
2015-08-14,1381.85475
2015-08-15,1478.462
2015-08-16,1524.108583
2015-08-17,1470.321167
2015-08-18,1474.18525
2015-08-19,1176.930583
2015-08-20,1177.908833
2015-08-21,1359.00975
2015-08-22,1446.461167
2015-08-23,1260.33025
2015-08-24,1368.84075
2015-08-25,1466.996417
2015-08-26,1519.970833
2015-08-27,1427.0735
2015-08-28,1309.322167
2015-08-29,1459.40675
2015-08-30,1494.473667
2015-08-31,1472.241583
2015-09-01,1512.623
2015-09-02,1540.32275
2015-09-03,1533.704083
2015-09-04,1558.29925
2015-09-05,1584.79375
2015-09-06,1616.067417
2015-09-07,1645.960333
2015-09-08,1511.368417
2015-09-09,1343.092667
2015-09-10,1459.477917
2015-09-11,1200.137583
2015-09-12,1206.266167
2015-09-13,1288.2045
2015-09-14,1272.453833
2015-09-15,1325.479417
2015-09-16,1437.292333
2015-09-17,1465.454167
2015-09-18,1328.037083
2015-09-19,1095.255583
2015-09-20,1016.6345
2015-09-21,1280.918833
2015-09-22,1329.247167
2015-09-23,1253.939
2015-09-24,1258.77325
2015-09-25,1310.248333
2015-09-26,1210.441111
2015-09-27,1265.804167
2015-09-28,1276.019417
2015-09-29,1281.214167
2015-09-30,1210.057333
2015-10-01,1023.145167
2015-10-02,962.257917
2015-10-03,962.244833
2015-10-04,1021.237667
2015-10-05,985.437833
2015-10-06,1064.608167
2015-10-07,1105.288833
2015-10-08,1169.825583
2015-10-09,961.391917
2015-10-10,1030.182417
2015-10-11,1233.9125
2015-10-12,1151.889083
2015-10-13,1146.21375
2015-10-14,1241.559333
2015-10-15,1286.28275
2015-10-16,981.8215
2015-10-17,979.15225
2015-10-18,1039.121167
2015-10-19,1066.539
2015-10-20,1091.994417
2015-10-21,1113.954583
2015-10-22,1007.18525
2015-10-23,1016.1555
2015-10-24,945.113667
2015-10-25,990.423333
2015-10-26,1002.510333
2015-10-27,1017.490417
2015-10-28,995.787083
2015-10-29,1003.365833
2015-10-30,999.224167
2015-10-31,940.1145
2015-11-01,1000.862333
2015-11-02,1035.388833
2015-11-03,1028.225
2015-11-04,1018.849
2015-11-05,1015.895583
2015-11-06,957.759583
2015-11-07,960.674083
2015-11-08,1012.124583
2015-11-09,1027.6285
2015-11-10,1017.97525
2015-11-11,999.643
2015-11-12,1038.319083
2015-11-13,1104.717917
2015-11-14,1040.287917
2015-11-15,1080.79425
2015-11-16,1068.13725
2015-11-17,1073.60375
2015-11-18,1100.33775
2015-11-19,1062.228833
2015-11-20,1104.130833
2015-11-21,1196.419333
2015-11-22,1241.80325
2015-11-23,1218.370917
2015-11-24,1131.996667
2015-11-25,1053.816
2015-11-26,1051.170833
2015-11-27,1215.03925
2015-11-28,1114.311167
2015-11-29,1052.026083
2015-11-30,1103.210167
2015-12-01,1166.052833
2015-12-02,1223.717333
2015-12-03,1246.527
2015-12-04,1231.749583
2015-12-05,1190.714417
2015-12-06,1126.397333
2015-12-07,1244.38375
2015-12-08,1157.822417
2015-12-09,1142.067333
2015-12-10,1079.898417
2015-12-11,1087.0935
2015-12-12,966.103417
2015-12-13,1119.456583
2015-12-14,1121.023167
2015-12-15,1107.345583
2015-12-16,1219.715083
2015-12-17,1329.268917
2015-12-18,1382.666333
2015-12-19,1245.69925
2015-12-20,1119.821167
2015-12-21,1103.424417
2015-12-22,1198.653667
2015-12-23,1040.37825
2015-12-24,1047.319833
2015-12-25,1116.255917
2015-12-26,1117.8305
2015-12-27,1205.379333
2015-12-28,1025.783333
2015-12-29,1097.2945
2015-12-30,1089.790417
2015-12-31,1135.679167
2016-01-01,1192.183
2016-01-02,1177.783
2016-01-03,1184.402
2016-01-04,1307.493
2016-01-05,1400.621
2016-01-06,1270.36
2016-01-07,1156.537
2016-01-08,1208.498
2016-01-09,1369.318
2016-01-10,1451.427
2016-01-11,1373.601
2016-01-12,1358.604
2016-01-13,1320.117
2016-01-14,1255.697
2016-01-15,1191.153
2016-01-16,1265.749
2016-01-17,1364.026
2016-01-18,1419.353
2016-01-19,1382.056
2016-01-20,1356.852
2016-01-21,1387.208
2016-01-22,1410.139
2016-01-23,1364.863
2016-01-24,1277.725
2016-01-25,1137.983
2016-01-26,1301.659
2016-01-27,1397.154
2016-01-28,1267.437
2016-01-29,1196.706
2016-01-30,1068.582
2016-01-31,1037.066
2016-02-01,1174.767
2016-02-02,1188.832
2016-02-03,1313.598
2016-02-04,1389.768
2016-02-05,1311.689
2016-02-06,1167.153
2016-02-07,1202.859
2016-02-08,1264.799
2016-02-09,1301.577
2016-02-10,1329.387
2016-02-11,1147.424
2016-02-12,1210.702
2016-02-13,1187.412
2016-02-14,1049.919
2016-02-15,1094.883
2016-02-16,1105.741
2016-02-17,1204.712
2016-02-18,1064.891
2016-02-19,941.472
2016-02-20,964.561
2016-02-21,1008.317
2016-02-22,1065.04
2016-02-23,1241.584
2016-02-24,1258.032
2016-02-25,1215.689
2016-02-26,1325.526
2016-02-27,1134.336
2016-02-28,980.653
2016-02-29,1069.971
2016-03-01,1027.902
2016-03-02,1159.573
2016-03-03,1035.357
2016-03-04,1131.914
2016-03-05,990.45
2016-03-06,1024.88
2016-03-07,1021.385
2016-03-08,988.296
2016-03-09,995.585
2016-03-10,972.345
2016-03-11,974.254
2016-03-12,932.736
2016-03-13,942.6
2016-03-14,961.781
2016-03-15,948.827
2016-03-16,989.59
2016-03-17,970.657
2016-03-18,1084.428
2016-03-19,1117.34
2016-03-20,1150.439
2016-03-21,1247.338
2016-03-22,1078.621
2016-03-23,974.435
2016-03-24,1063.91
2016-03-25,1144.568
2016-03-26,956.155
2016-03-27,1045.079
2016-03-28,1134.335
2016-03-29,1010.089
2016-03-30,1010.76
2016-03-31,969.289
2016-04-01,993.719
2016-04-02,1055.215
2016-04-03,1005.967
2016-04-04,1041.085
2016-04-05,1045.442
2016-04-06,979.196
2016-04-07,977.505
2016-04-08,942.606
2016-04-09,954.26
2016-04-10,1001.692
2016-04-11,946.731
2016-04-12,954.545
2016-04-13,962.686
2016-04-14,970.207
2016-04-15,939.966
2016-04-16,921.011
2016-04-17,947.935
2016-04-18,928.621
2016-04-19,949.253
2016-04-20,948.951
2016-04-21,947.597
2016-04-22,956.796
2016-04-23,1016.793
2016-04-24,1024.609
2016-04-25,1095.628
2016-04-26,1071.733
2016-04-27,981.016
2016-04-28,990.323
2016-04-29,902.661
2016-04-30,936.361
2016-05-01,953.32
2016-05-02,947.092
2016-05-03,949.352
2016-05-04,981.84
2016-05-05,1005.137
2016-05-06,1030.401
2016-05-07,1022.929
2016-05-08,995.304
2016-05-09,996.153
2016-05-10,1202.164
2016-05-11,1160.903
2016-05-12,1071.637
2016-05-13,1075.413
2016-05-14,901.706
2016-05-15,913.137
2016-05-16,948.608
2016-05-17,916.022
2016-05-18,914.677
2016-05-19,913.402
2016-05-20,936.423
2016-05-21,1032.31
2016-05-22,1088.936
2016-05-23,1036.508
2016-05-24,1190.107
2016-05-25,1264.431
2016-05-26,1201.994
2016-05-27,1084.763
2016-05-28,1190.027
2016-05-29,1197.635
2016-05-30,1185.083
2016-05-31,1059.486
2016-06-01,999.337
2016-06-02,980.725
2016-06-03,1055.463
2016-06-04,1177.288
2016-06-05,1163.168
2016-06-06,1222.737
2016-06-07,1294.147
2016-06-08,1351.939
2016-06-09,1344.387
2016-06-10,1350.81
2016-06-11,1331.221
2016-06-12,1189.049
2016-06-13,1215.734
2016-06-14,1364.363
2016-06-15,1481.289
2016-06-16,1490.824
2016-06-17,1514.488
2016-06-18,1365.832
2016-06-19,1387.976
2016-06-20,1449.345
2016-06-21,1473.831
2016-06-22,1494.647
2016-06-23,1478.262
2016-06-24,1426.428
2016-06-25,1463.858
2016-06-26,1400.577
2016-06-27,1409.731
2016-06-28,1428.776
2016-06-29,1392.026
2016-06-30,1395.393
2016-07-01,1319.655
2016-07-02,1455.918
2016-07-03,1383.565
2016-07-04,1418.755
2016-07-05,1473.476
2016-07-06,1518.418
2016-07-07,1517.098
2016-07-08,1376.532
2016-07-09,1324.124
2016-07-10,1489.75
2016-07-11,1454.746
2016-07-12,1488.401
2016-07-13,1551.152
2016-07-14,1284.734
2016-07-15,1353.073
2016-07-16,1425.038
2016-07-17,1468.327
2016-07-18,1502.547
2016-07-19,1490.137
2016-07-20,1547.648
2016-07-21,1536.626
2016-07-22,1546.954
2016-07-23,1563.423
2016-07-24,1605.381
2016-07-25,1522.177
2016-07-26,1404.469
2016-07-27,1447.962
2016-07-28,1529.115
2016-07-29,1360.764
2016-07-30,1423.968
2016-07-31,1525.997
2016-08-01,1568.281
2016-08-02,1559.328
2016-08-03,1593.921
2016-08-04,1534.537
2016-08-05,1546.692
2016-08-06,1492.591
2016-08-07,1539.405
2016-08-08,1396.427
2016-08-09,1459.17
2016-08-10,1533.654
2016-08-11,1610.698
2016-08-12,1366.158
2016-08-13,1381.538
2016-08-14,1260.315
2016-08-15,1315.8
2016-08-16,1387.521
2016-08-17,1395.962
2016-08-18,1286.454
2016-08-19,1261.459
2016-08-20,1177.229
2016-08-21,1268.875
2016-08-22,1265.394
2016-08-23,1354.226
2016-08-24,1410.181
2016-08-25,1401.573
2016-08-26,1286.725
2016-08-27,1318.877
2016-08-28,1372.558
2016-08-29,1319.056
2016-08-30,1358.63
2016-08-31,1278.635
2016-09-01,1126.36
2016-09-02,1186.879
2016-09-03,1240.37
2016-09-04,1352.489
2016-09-05,1444.439
2016-09-06,1414.742
2016-09-07,1411.626
2016-09-08,1448.584
2016-09-09,1407.52
2016-09-10,1072.965
2016-09-11,1194.41
2016-09-12,1276.796
2016-09-13,1278.292
2016-09-14,1181.554
2016-09-15,1134.559
2016-09-16,1227.395
2016-09-17,1244.692
2016-09-18,1312.316
2016-09-19,1443.371
2016-09-20,1424.748
2016-09-21,1358.598
2016-09-22,1312.597
2016-09-23,1307.838
2016-09-24,1229.106
2016-09-25,1016.811
2016-09-26,961.789
2016-09-27,1030.312
2016-09-28,1137.056
2016-09-29,957.611
2016-09-30,980.639
2016-10-01,1012.183
2016-10-02,1098.006
2016-10-03,1117.053
2016-10-04,1137.655
2016-10-05,1221.79
2016-10-06,1207.831
2016-10-07,914.583
2016-10-08,905.085
2016-10-09,967.2
2016-10-10,987.128
2016-10-11,1057.754
2016-10-12,963.227
2016-10-13,923.107
2016-10-14,942.403
2016-10-15,1090.751
2016-10-16,1227.871
2016-10-17,1232.733
2016-10-18,1109.795
2016-10-19,1164.075
2016-10-20,943.157
2016-10-21,913.873
2016-10-22,948.857
2016-10-23,982.527
2016-10-24,1055.312
2016-10-25,1031.449
2016-10-26,1023.862
2016-10-27,1064.788
2016-10-28,1118.892
2016-10-29,1078.514
2016-10-30,994.658
2016-10-31,1047.53
2016-11-01,1085.827
2016-11-02,1068.165
2016-11-03,961.058
2016-11-04,911.434
2016-11-05,917.232
2016-11-06,939.591
2016-11-07,953.507
2016-11-08,949.439
2016-11-09,949.897
2016-11-10,952.817
2016-11-11,925.952
2016-11-12,920.563
2016-11-13,964.537
2016-11-14,954.22
2016-11-15,963.657
2016-11-16,993.773
2016-11-17,991.697
2016-11-18,1010.451
2016-11-19,1061.98
2016-11-20,1108.038
2016-11-21,1046.282
2016-11-22,978.087
2016-11-23,990.139
2016-11-24,1062.092
2016-11-25,1011.079
2016-11-26,1090.403
2016-11-27,1037.589
2016-11-28,1002.237
2016-11-29,1026.48
2016-11-30,1118.24
2016-12-01,1177.08
2016-12-02,1125.54
2016-12-03,1071.847
2016-12-04,1090.68
2016-12-05,1162.411
2016-12-06,1170.658
2016-12-07,1282.385
2016-12-08,1363.378
2016-12-09,1375.575
2016-12-10,1225.617
2016-12-11,1106.965
2016-12-12,1243.773
2016-12-13,1262.503
2016-12-14,1306.247
2016-12-15,1358.085
2016-12-16,1213.036
2016-12-17,1549.377
2016-12-18,1586.147
2016-12-19,1610.301
2016-12-20,1388.159
2016-12-21,1297.777
2016-12-22,1213.615
2016-12-23,1171.704
2016-12-24,1110.98
2016-12-25,937.896
2016-12-26,1002.708
2016-12-27,1137.611
2016-12-28,1019.04
2016-12-29,1142.72
2016-12-30,1287.968
2016-12-31,1105.852
2017-01-01,1088.788
2017-01-02,996.15
2017-01-03,1324.584
2017-01-04,1389.706
2017-01-05,1521.686
2017-01-06,1552.552
2017-01-07,1683.563
2017-01-08,1468.961
2017-01-09,1346.716
2017-01-10,1032.075
2017-01-11,1064.667
2017-01-12,1216.657
2017-01-13,1307.419
2017-01-14,1284.204
2017-01-15,1165.826
2017-01-16,1084.426
2017-01-17,1177.53
2017-01-18,1091.73
2017-01-19,1054.829
2017-01-20,1061.549
2017-01-21,1025.658
2017-01-22,1047.804
2017-01-23,1205.022
2017-01-24,1081.607
2017-01-25,1188.349
2017-01-26,1315.728
2017-01-27,1336.057
2017-01-28,1257.553
2017-01-29,1153.612
2017-01-30,1178.765
2017-01-31,1094.793
2017-02-01,1086.201
2017-02-02,1234.012
2017-02-03,1253.265
2017-02-04,1196.38
2017-02-05,1055.738
2017-02-06,986.566
2017-02-07,954.177
2017-02-08,1168.46
2017-02-09,1302.425
2017-02-10,1135.543
2017-02-11,964.523
2017-02-12,993.944
2017-02-13,1092.542
2017-02-14,1186.12
2017-02-15,1185.494
2017-02-16,1210.379
2017-02-17,1069.169
2017-02-18,930.675
2017-02-19,946.482
2017-02-20,966.027
2017-02-21,962.947
2017-02-22,990.362
2017-02-23,962.022
2017-02-24,1044.548
2017-02-25,1178.57
2017-02-26,1100.77
2017-02-27,1021.054
2017-02-28,970.033
2017-03-01,1077.027
2017-03-02,1212.16
2017-03-03,1130.124
2017-03-04,1017.284
2017-03-05,1031.857
2017-03-06,951.918
2017-03-07,964.895
2017-03-08,1096.523
2017-03-09,952.539
2017-03-10,945.266
2017-03-11,1077.513
2017-03-12,1096.59
2017-03-13,1066.182
2017-03-14,1177.995
2017-03-15,1180.026
2017-03-16,1053.704
2017-03-17,936.531
2017-03-18,1004.723
2017-03-19,1080.248
2017-03-20,1099.311
2017-03-21,1049.523
2017-03-22,976.938
2017-03-23,1026.934
2017-03-24,935.129
2017-03-25,916.401
2017-03-26,959.572
2017-03-27,933.351
2017-03-28,941.693
2017-03-29,970.032
2017-03-30,973.058
2017-03-31,957.448
2017-04-01,916.09
2017-04-02,952.337
2017-04-03,959.043
2017-04-04,1031.604
2017-04-05,1027.189
2017-04-06,971.658
2017-04-07,1020.029
2017-04-08,1014.212
2017-04-09,1075.71
2017-04-10,931.439
2017-04-11,940.796
2017-04-12,991.845
2017-04-13,937.586
2017-04-14,1049.69
2017-04-15,1070.24
2017-04-16,972.636
2017-04-17,960.934
2017-04-18,1096.748
2017-04-19,1093.01
2017-04-20,974.648
2017-04-21,985.187
2017-04-22,990.814
2017-04-23,979.62
2017-04-24,1012.116
2017-04-25,1034.187
2017-04-26,972.513
2017-04-27,971.27
2017-04-28,1015.058
2017-04-29,972.485
2017-04-30,1041.197
2017-05-01,971.588
2017-05-02,980.688
2017-05-03,937.64
2017-05-04,923.566
2017-05-05,919.655
2017-05-06,1013.089
2017-05-07,1097.809
2017-05-08,1130.474
